"","id_turma","discente","media_final","descricao","letivo","nome_docente","qtd_discentes","postura_profissional_media","postura_profissional_DP","atuacao_profissional_media","atuacao_profissional_DP","autoavaliacao_aluno_media","autoavaliacao_aluno_DP"
"85438",57628377,"e17aa98aba6e3c239aeeb11db930f4e7","0","CANCELADO",20182,"SILVIO COSTA SAMPAIO",22,9.8,0.48,9.56,0.9,8.18,2.51
"85441",57628377,"8aff77a9efc296f354650993f9133b0e","2,6","REPROVADO POR MÉDIA E POR FALTAS",20182,"SILVIO COSTA SAMPAIO",22,9.8,0.48,9.56,0.9,8.18,2.51
"85444",57624768,"fc72d8ee796c35244b10adcfa1847eda","4,8","REPROVADO POR MÉDIA E POR FALTAS",20182,"ANDERSON BARBOSA CAMILO",49,9.97,0.18,9.38,1.19,9.1,1.95
"85447",57628332,"1120536faa861b5a3e9550ddd8afdd33","7,8","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85448",57628332,"1120536faa861b5a3e9550ddd8afdd33","7,8","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85453",57628332,"ad2ef262333c82da6374c73a979b36f3","7,2","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85454",57628332,"ad2ef262333c82da6374c73a979b36f3","7,2","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85459",57628332,"827c933ecf7adea91b62470a5cce9fad","8,3","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85460",57628332,"827c933ecf7adea91b62470a5cce9fad","8,3","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85465",57628332,"33a93e3b12cc42f59de604079a31962c","6,2","APROVADO POR NOTA",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85466",57628332,"33a93e3b12cc42f59de604079a31962c","6,2","APROVADO POR NOTA",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85471",57628332,"e203b55fd1e908f6e296c67f9dd28c39","5,7","APROVADO POR NOTA",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85472",57628332,"e203b55fd1e908f6e296c67f9dd28c39","5,7","APROVADO POR NOTA",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85477",57628332,"562d1d2b6668dbe332fbd9fdcf8b2866","8,5","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85478",57628332,"562d1d2b6668dbe332fbd9fdcf8b2866","8,5","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85483",57628332,"78463e4d56513d6a86910c1166242526","6","APROVADO POR NOTA",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85484",57628332,"78463e4d56513d6a86910c1166242526","6","APROVADO POR NOTA",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85489",57628332,"0b79dd2f3bac4dde400ea5410d6ddbce","9,2","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85490",57628332,"0b79dd2f3bac4dde400ea5410d6ddbce","9,2","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85495",57628332,"51545d0d1684ddb33ecdb4d56b0abb6f","1","REPROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85496",57628332,"51545d0d1684ddb33ecdb4d56b0abb6f","1","REPROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85501",57628332,"b14b9334c24434a1f47889e1695b5f0c","6,8","APROVADO POR NOTA",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85502",57628332,"b14b9334c24434a1f47889e1695b5f0c","6,8","APROVADO POR NOTA",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85507",57628332,"9738ca4e9d9b190b399ef91c717a338b","9","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85508",57628332,"9738ca4e9d9b190b399ef91c717a338b","9","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85513",57628332,"bc382c5197b71a8a4857259e78d69aa8","8,3","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85514",57628332,"bc382c5197b71a8a4857259e78d69aa8","8,3","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85519",57628332,"15fd89f1f42fb2a260e1b136efff1a34","9,3","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85520",57628332,"15fd89f1f42fb2a260e1b136efff1a34","9,3","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85525",57628332,"6239cf7da0def2c3b69edb2fb6478f96","2,7","REPROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85526",57628332,"6239cf7da0def2c3b69edb2fb6478f96","2,7","REPROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85531",57628332,"0358f17fa4ed22706e19612b9f5e99d3","8,3","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85532",57628332,"0358f17fa4ed22706e19612b9f5e99d3","8,3","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85537",57628332,"3ec4c65d6f7244dab41e106bec8773be","9,5","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85538",57628332,"3ec4c65d6f7244dab41e106bec8773be","9,5","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85543",57628332,"d0f28b007b255f0f3718c63c6c0a1c84","8,7","APROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85544",57628332,"d0f28b007b255f0f3718c63c6c0a1c84","8,7","APROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85549",57628332,"0db7ff666f60a275e9b09b5f6eb68698","6,3","APROVADO POR NOTA",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85550",57628332,"0db7ff666f60a275e9b09b5f6eb68698","6,3","APROVADO POR NOTA",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85555",57628332,"be8c84d6e7fa638ecd25d6e9d1db8c85","0","CANCELADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85556",57628332,"be8c84d6e7fa638ecd25d6e9d1db8c85","0","CANCELADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85561",57628332,"5aec416cc5a0f0d23e6db193856ffab0","2","REPROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85562",57628332,"5aec416cc5a0f0d23e6db193856ffab0","2","REPROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85567",57628332,"121c39194fe7511e5916fca0b0a7fca9","0","TRANCADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85568",57628332,"121c39194fe7511e5916fca0b0a7fca9","0","TRANCADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85573",57628332,"c17a91c3a2f6e893c5782b3f0b18efe4","0","REPROVADO",20182,"ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES",35,9.63,0.71,9.4,1.33,9,1.88
"85574",57628332,"c17a91c3a2f6e893c5782b3f0b18efe4","0","REPROVADO",20182,"HANDERSON BEZERRA MEDEIROS",35,9.75,0.63,9.35,1.42,9,1.92
"85711",57628365,"1120536faa861b5a3e9550ddd8afdd33","7,4","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85714",57628365,"aab7ed515e265593abb11d7c6426f706","6,6","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85717",57628365,"dd8e4c212cafef7a108e1f7119b0efcc","8,7","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85720",57628365,"6a8925ae2176f3edcc5afcc036322702","0,3","CANCELADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85723",57628365,"3887789313d1186838e6435e22f790c0","0,3","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85726",57628365,"ad2ef262333c82da6374c73a979b36f3","10","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85729",57628365,"5aec416cc5a0f0d23e6db193856ffab0","6,7","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85732",57628365,"562d1d2b6668dbe332fbd9fdcf8b2866","5,4","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85735",57628365,"778f338ad6c831d862a5a18534d55c1e","6,4","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85738",57628365,"494c91068803fe73539abd10f38d14d9","1,1","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85741",57628365,"a67336d9692b221eba9fee9bc1e8b03a","5,6","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85744",57628365,"e996012a87c13ce95488e023f9a5d22e","6,1","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85747",57628365,"e203b55fd1e908f6e296c67f9dd28c39","7,4","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85750",57628365,"51545d0d1684ddb33ecdb4d56b0abb6f","7,5","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85753",57628365,"bc382c5197b71a8a4857259e78d69aa8","9","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85756",57628365,"cc9d78ff373ead255c8c5fc513ac515d","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85759",57628365,"15fd89f1f42fb2a260e1b136efff1a34","7,7","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85762",57628365,"20df29ece82d1b29f2ba8597d5f8cfa2","6,7","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85765",57628365,"5c36f997414afe85466ddf7f029be0f3","4","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85768",57628365,"0358f17fa4ed22706e19612b9f5e99d3","8,1","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85771",57628365,"3ec4c65d6f7244dab41e106bec8773be","5,8","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85774",57628365,"69836c31d265a5a1cdf5c7822b3f8ecc","1,2","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85777",57628365,"827c933ecf7adea91b62470a5cce9fad","8","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85780",57628365,"0b79dd2f3bac4dde400ea5410d6ddbce","6,7","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85783",57628365,"0db7ff666f60a275e9b09b5f6eb68698","7,3","APROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85786",57628365,"33a93e3b12cc42f59de604079a31962c","6,7","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85789",57628365,"be8c84d6e7fa638ecd25d6e9d1db8c85","0","CANCELADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85792",57628365,"9738ca4e9d9b190b399ef91c717a338b","6,1","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85795",57628365,"6ae087785bcc59a4479dc01b52b7a118","0","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85798",57628365,"701d9e781935073f1eb4159d61553219","6,4","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85801",57628365,"a4dcb29c90d3391a129da2f0afedc5bc","0","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85804",57628365,"c30634575f9ad5d5cd4714f68571dfac","1,4","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85807",57628365,"71870ab512a5dd1f2465f9f2687f49f5","0","CANCELADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85810",57628365,"312e3edf39a72d333352df2a41f54f78","5","APROVADO POR NOTA",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85813",57628365,"09c26edd30a8316d28527444f3e0ed97","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85816",57628365,"19bcd5d16d37a592ac72a12c2e038f96","0","REPROVADO",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85819",57628365,"8a93a3ff35254827a815c27ce6e99e45","0","REPROVADO POR MÉDIA E POR FALTAS",20182,"DANIEL TEIXEIRA DOS SANTOS",60,9.94,0.31,9.68,0.91,8.28,2.81
"85822",57628386,"043b83d1d4e4564c50f272782b0ce123","8,8","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85825",57628386,"2447b5a9aaaaea3ff06521f4ce1f91aa","7,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85828",57628386,"bb33d2f0159a065615d6ad2477ff315a","5","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85831",57628386,"6d79d628e1c01120ab9020941f46cd79","8,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85834",57628386,"ab6a0ff32f4c2d63269259684f5aeda9","10","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85837",57628386,"963893bc375035dc3d16b521af90caa2","7,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85840",57628386,"341395b0ad08351dcb6f6af033472f21","9,1","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85843",57628386,"3d2ecee8fde413594c749230972ef3f7","7,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85846",57628386,"6a99a5357614cd46e75547d2d6ed4368","5","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85849",57628386,"06d2cc4545432fc5110704803d0ad854","5","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85852",57628386,"298de995c5d9bf720df47e9560dad0f9","6,8","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85855",57628386,"4bc396a4d86d16f41ae68d9b81657bba","6,3","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85858",57628386,"d3fb4447b27e39593fb16a631cb85258","6,3","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85861",57628386,"8a77ec8e2ce6c17320f124f8c4e4825b","6,5","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85864",57628386,"273ca200cedb56259e91c5e8aec58c20","7","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85867",57628386,"73bbc7177f9583cd37369f08f6dcc512","6,7","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85870",57628386,"6303b8169eedc5765be3c20e98878d92","10","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85873",57628386,"74cbed0dcb27427dab44ba73c6f7533c","7","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85876",57628386,"517fc3dc768c8a0d1d9e7557f425abc9","5,8","APROVADO POR NOTA",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85879",57628386,"e6f28e4ed83858e3117760ecb6b865b3","8,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85882",57628386,"20355216f0ff5dde45daefd7d5545b01","8,6","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85885",57628386,"867cad5f9b0e8ad5b3ab50c34b10c07a","0,8","REPROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85888",57628386,"929023c2fbecbab0e36d21ec23c7233a","7,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85891",57628386,"d78929aab9634e4e43ba811713af1d97","8,3","APROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85894",57628386,"4028c67e75fbc168fb53b151e7185b59","0","REPROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85897",57628386,"b8b955517ef0ee6108648415af4ac56a","3,8","REPROVADO",20182,"AUGUSTO JORGE DE MACEDO",63,9.3,1.04,8.94,2.06,8.23,2.48
"85900",57628373,"9367faa78e1994f3861499e75f7f61e9","8,4","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85903",57628373,"fce07dbaad19f5b2d010a3c83ce6557f","8,3","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85906",57628373,"d0600a379a44be7cde770dfa25460055","7,2","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85909",57628373,"1b5011cbe67651318ebdbebd6a887c47","6,7","APROVADO POR NOTA",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85912",57628373,"4a5acfa873eb99386d426edd6244e1b5","2,6","REPROVADO POR MÉDIA E POR FALTAS",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85915",57628373,"f6b1c7f9fba2efd70d78c1ff91a53063","7","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85918",57628373,"e0e48ea0c37c5a2349e03a0f51f5ffda","7","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85921",57628373,"4dc3c480df0bc6984d5c80b692d7fbab","8,8","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85924",57628373,"a03743668529e5208f245fb4837585c4","7,3","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85927",57628373,"c58f8db5b0c907a7219e0b0d57c636a4","9,2","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85930",57628373,"b0367cc573977057e54a192c19db9e01","6,5","APROVADO POR NOTA",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85933",57628373,"ce813b6650ddcc472190b0c529da3e10","0","CANCELADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85936",57628373,"51184d64814183af6b6b964e5c5647aa","0","CANCELADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85939",57628373,"7fd2c9506a5858c50af277c2f07c7228","0","CANCELADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85942",57628373,"55d8b55d87534d233485da991b27969f","8,3","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85945",57628373,"06ea0294ba3439025e5e0ce371048585","6,9","APROVADO POR NOTA",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85948",57628373,"abba494a3f964a7fe18164c54b70c90c","1,5","CANCELADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85951",57628373,"93fa692377232d96c7bc48969f2d3a59","5,7","APROVADO POR NOTA",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85954",57628373,"2013f534c65d77dc89122c35df697415","8,4","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85957",57628373,"713621a99a69e2b29b811b3014039d66","5,8","APROVADO POR NOTA",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85960",57628373,"d8d6ea5e194e87dcd9c0373d3177ca7d","7,6","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85963",57628373,"7a10de41af2983fa171e220049b9bd2d","8,5","APROVADO",20182,"CESAR RENNO COSTA",43,9.75,0.64,9.65,0.93,8.44,2.41
"85969",57625999,"159926c5f19d6b9565385e9e16d6f438","8,6","APROVADO",20182,"BRUNO RICARDO DE CARVALHO",49,9.86,0.39,9.44,1.08,8.42,2.39
"85972",57629930,"46d1bcf6495c49d1fe0b469c25742c51","9,9","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85975",57629930,"87429182f2748500ceae30600c285a5d","9,7","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85978",57629930,"f82c470c0402eb305a0fb2ed02c8e0da","9,6","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85981",57629930,"5c36f997414afe85466ddf7f029be0f3","9,7","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85984",57629930,"f76b84a0d3110ec3345de5644810dbc8","9,5","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85987",57629930,"fcf83df0d1669779319958343efe1af3","9,7","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85990",57629930,"0d60d6592e7008990c2fae3d6dc38876","9,7","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85993",57629930,"40589bf5a2be73155efd962f1e29a861","0","REPROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85996",57629930,"aab7ed515e265593abb11d7c6426f706","7,9","APROVADO",20182,"RODRIGO MONTANDON BORN",21,9.55,1.46,9.3,1.86,8.5,2.43
"85999",57628439,"42fede1acc943a05417787540f3b7569","5,9","APROVADO POR NOTA",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86002",57628439,"a87af6d0c7414f5952ead0fd6222e4dc","8,9","APROVADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86005",57628439,"06b061ba22f08257394bc458c5ac187f","5,3","APROVADO POR NOTA",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86008",57628439,"f23e5fa8c16da3a0b77a4ed738182750","0,7","CANCELADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86011",57628439,"425320348263eb19e26c4510b0ae2480","0","TRANCADO",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
"86014",57628439,"53f16a59cc553ba9e8b906a838a9c8be","6,5","APROVADO POR NOTA",20182,"SILVIO COSTA SAMPAIO",29,9.66,0.96,9.44,1.29,8.21,2.47
